calc_at,avg,count_with_metric,min,max
2020-02-22 00:00:00,5.4432965206032538,8421,1,16905
2020-03-21 00:00:00,4.2568035625927759,8084,1,8529
2020-04-18 00:00:00,3.3807719630594364,8446,1,807
2020-05-16 00:00:00,3.5055630654050120,9617,1,544
