calc_at,avg,count_with_metric,min,max
2020-02-22 00:00:00,5.4712570396344703,9411,1,292
2020-03-21 00:00:00,5.6371497030940723,9599,1,275
2020-04-18 00:00:00,5.8566759588580217,10403,1,330
2020-05-16 00:00:00,5.8680142687277051,11774,1,314
