calc_at,avg,count_with_metric,min,max
2020-02-22 00:00:00,3.4424047728315741,45759,1,223
2020-03-21 00:00:00,3.4933195213733035,47302,1,183
2020-04-18 00:00:00,3.5083344840510524,50693,1,147
2020-05-16 00:00:00,3.7003253340796194,57172,1,141
