calc_at,avg,count_with_metric,min,max
2020-02-22 00:00:00,4.4050948467261325,25673,1,503
2020-03-21 00:00:00,4.3721815628003253,27054,1,399
2020-04-18 00:00:00,4.4690619481783127,27749,1,574
2020-05-16 00:00:00,4.5866119398004472,29967,1,693
