calc_at,avg,count_with_metric,min,max
2020-02-22 00:00:00,21.2269123476728821,13622,1,1485
2020-03-21 00:00:00,21.6822751880756521,14223,1,1388
2020-04-18 00:00:00,21.6379725421302622,15369,1,1188
2020-05-16 00:00:00,21.0178438235125366,17429,1,1000
