calc_at,avg,count_with_metric,min,max
2020-02-22 00:00:00,0.68125705498230910915,45759,0E-20,39.0000000000000000
2020-03-21 00:00:00,0.68137462569021047108,47302,0E-20,30.0000000000000000
2020-04-18 00:00:00,0.63821444834707679671,50693,0E-20,30.0000000000000000
2020-05-16 00:00:00,0.58535590740295638631,57172,0E-20,20.0000000000000000
