account_id,metric_time,readingownedbook,ebookdownloaded,readingfreepreview,highlightcreated,freecontentcheckout,readingopenchapter,producttoclivebooklinkopened,livebooklogin
003f9140212b5232b295af87b0c0fb7f,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
0041dba1045bb62b634d7bcc1a8f6d3f,2020-05-16 00:00:00,3,8,0,0,0,0,0,0
0042132e6dc02cca18558df13f8f0c38,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
0044c98012d08d5e75942f1f5fe0d977,2020-05-16 00:00:00,1,0,0,0,0,0,0,0
00453354f5ab3dc9110e563b6f07f2b2,2020-05-16 00:00:00,0,0,0,0,1,0,0,0
004554eda6fc600767f0d5dbaca1925d,2020-05-16 00:00:00,37,0,0,5,0,3,0,1
0045e234c403535c6ec31a11f2284694,2020-05-16 00:00:00,0,3,0,0,0,0,0,0
0048e23fc805a4c4e538cb36282305b1,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
004be4019b7b484cd687c42e3099fa4f,2020-05-16 00:00:00,0,2,0,0,0,0,0,1
004c169c368cf88226cc1f31a18a825d,2020-05-16 00:00:00,0,22,0,0,0,0,0,0
004caf014de15f3314550b7d10613cb7,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
004dbbb73c0e3933d191fa195500d018,2020-05-16 00:00:00,0,10,0,0,0,0,0,1
004e6daa384066216ea67bc34e50cf7f,2020-05-16 00:00:00,33,3,0,0,1,0,0,2
004e7e49cb4723e810c950757ee9141d,2020-05-16 00:00:00,3,0,0,0,0,0,0,0
004ea77cd8c4154fa20e0842526cab39,2020-05-16 00:00:00,0,0,0,0,1,0,0,0
00502dd533e4a8b171ea95e9351767e7,2020-05-16 00:00:00,6,0,0,0,0,8,0,0
0050b183475acec0ec2f3d3ee9d74879,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
0050bd279f43865d6136a34a462d0322,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
0051398be2fec0b58da5de6307a9b5f6,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
00516eb69e438089a2687d583e497f9c,2020-05-16 00:00:00,0,0,0,0,0,3,0,0
005188493fee0afce34cb39dccfd00b5,2020-05-16 00:00:00,0,1,0,0,1,0,0,0
00526ff88a0f942f7aba7a59e0e7b53b,2020-05-16 00:00:00,0,0,0,0,0,0,0,1
00563233f1883a678863a433d44b4cee,2020-05-16 00:00:00,0,0,0,0,2,0,0,0
0058d8386ab68f1ae5cfc95ef7a15602,2020-05-16 00:00:00,0,0,0,0,3,0,0,0
005a034c34e378a9b08f569e3488aba6,2020-05-16 00:00:00,0,0,0,0,0,3,0,0
005b7e28b6d8465c9f93bc387f1e24c6,2020-05-16 00:00:00,0,11,0,0,0,0,0,2
005df3e8cfb1bbf6cf4be471c709ed2b,2020-05-16 00:00:00,0,27,0,0,1,0,0,0
005e077cdb4f9c218edb74c06421a375,2020-05-16 00:00:00,0,3,0,0,0,0,0,0
005e38cb2e955d3a6a8015bccc04c828,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
005f441a9cc1899a77591ccf67fd8cf7,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
00616a8e28bf7300192263e698fd824a,2020-05-16 00:00:00,1,8,0,0,0,0,0,1
00616bb4bc22d1c234af36a03d18f5bf,2020-05-16 00:00:00,0,0,0,0,1,0,0,0
00633d7c9eef36aa2ed88a4dff778d29,2020-05-16 00:00:00,19,0,0,0,0,0,0,2
00649cd10c9934e5bb72fe5beaf0f283,2020-05-16 00:00:00,6,0,1,0,1,0,0,2
00673ef1c2bbff3b39fb8622890aeb35,2020-05-16 00:00:00,0,0,3,0,0,9,0,1
00676bb1706c67c832a30efc0946c61b,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
0068489d1e4cbeff436b49a89d05a221,2020-05-16 00:00:00,0,0,1,0,0,8,3,1
0068b34b0b4f1479bd3ac9e873d5b637,2020-05-16 00:00:00,0,0,0,0,2,0,0,0
0069328b493d4073f012d75345086302,2020-05-16 00:00:00,8,0,6,0,0,0,4,1
006e5f4f2ec4886e62e588a906b8efc3,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
0070bde13bc9f816d50206c3cab57cca,2020-05-16 00:00:00,4,30,21,0,50,3,3,0
0071fea21dd64252dfe153191bea7ddc,2020-05-16 00:00:00,55,3,0,0,0,4,0,1
00745ea188d28f5e383123ca2e4459d2,2020-05-16 00:00:00,0,0,0,0,1,0,0,0
007491783420080b25639249163d109d,2020-05-16 00:00:00,26,0,3,0,0,15,4,0
0075da81f26737fe2970cba9d75baeb6,2020-05-16 00:00:00,0,0,0,0,0,2,0,1
0079c916e4207b3b87ba54cd0565ecc0,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
007b040300366fc12caaaf9876fbac87,2020-05-16 00:00:00,40,0,0,0,0,0,0,0
007c07faa0ccfb49ec117750a5c1f990,2020-05-16 00:00:00,3,25,0,0,0,0,0,0
007d4a1214289aea09b9759ae1324e96,2020-05-16 00:00:00,0,1,0,0,1,0,0,0
007dcea82c75f65878700bb73e532e75,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
0080470d6de25d708977d839cde6906d,2020-05-16 00:00:00,1,0,0,0,0,0,0,0
0081141c1e7488a60b268736318b7cb3,2020-05-16 00:00:00,0,0,3,0,0,0,0,2
0081fcdbfdb753b47f5dc39da0b3a949,2020-05-16 00:00:00,4,0,0,0,0,0,2,0
0084a634a9cc8599a83bfaf77db69d76,2020-05-16 00:00:00,0,1,0,0,1,0,1,0
0087670788b7ef5d3762b738bad6b546,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
008796529a12ead4dac11a415811034e,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
008834b05937e0b6ff17645f23352f6c,2020-05-16 00:00:00,3,0,0,0,0,0,0,0
0089446b6ad1ef8a38c1d84d9225f2c9,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
008a495cf32181faa1fbf116d47fb245,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
008b8a3b5fb194b140aabcf8972d1d15,2020-05-16 00:00:00,0,0,0,0,8,0,0,0
008dbef7eb94f1676efa5e591f58758a,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
00901c33a81d6e74ab1a4aaced4fa5e1,2020-05-16 00:00:00,13,1,0,0,0,0,0,0
00902d905aab6dca437c39f45d6a8364,2020-05-16 00:00:00,0,0,0,0,10,0,0,1
00904b70252a6e14dcf8ac0694eb85cf,2020-05-16 00:00:00,0,0,60,0,0,11,0,2
00904ceb5ac52293eef9ffda6f694a62,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
0093ac8168590113c0cd96f11a4d7cd6,2020-05-16 00:00:00,0,0,4,0,0,0,0,1
0094b1d89e4d68acc7ea97e3a977581c,2020-05-16 00:00:00,4,0,0,0,0,0,0,0
00993bc94009dab222d8e26e25f4be69,2020-05-16 00:00:00,0,3,0,0,0,0,0,0
009a804bb479f64247f844d83f1b1eda,2020-05-16 00:00:00,0,0,0,0,0,1,0,1
009c9fcd8d790b3bbf55756606e9c24d,2020-05-16 00:00:00,2,2,0,0,0,0,0,0
009d69d2d1b986815e7b825382d73af5,2020-05-16 00:00:00,0,9,0,0,0,0,0,0
009e8a51f81a28b2d896cf71220cf0d9,2020-05-16 00:00:00,0,0,0,0,0,0,0,1
00a0818d221070919da2a361ad580822,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
00a1f1f78bf49f427bf5563b849a20c0,2020-05-16 00:00:00,12,0,0,0,1,0,0,0
00a2bfa5e9d01ebf724d35d3ad7b9bb7,2020-05-16 00:00:00,0,5,0,0,0,0,1,0
00a3c6ec373473c8ca139c22431af189,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
00a4381fb55e6d9122f55eea2fb5ae2f,2020-05-16 00:00:00,0,0,4,0,0,0,1,1
00a4dac0c33f4064a2b30c40a3f91b89,2020-05-16 00:00:00,0,0,17,0,0,3,2,1
00a5c0d1a43a917611d3aa0b69e61901,2020-05-16 00:00:00,0,0,0,0,4,0,0,0
00a789ec2196781c9e006f89b2f70422,2020-05-16 00:00:00,0,4,0,0,0,0,0,0
00a98e32145557e3d27cca0cd570b67c,2020-05-16 00:00:00,1,2,0,0,0,0,0,0
00aa6471c5a31068c243c78750bc18d6,2020-05-16 00:00:00,8,4,0,0,2,0,0,0
00ab8c504446113c5a78c970fb2d710f,2020-05-16 00:00:00,0,1,0,0,2,0,0,0
00ab9e502eb4122bc82f472e2650e067,2020-05-16 00:00:00,0,0,11,0,0,7,0,2
00acf816dd48ea84c3efaa0bd69746c7,2020-05-16 00:00:00,33,0,0,8,0,0,0,1
00ad4587c5c242e23703ec19d8495824,2020-05-16 00:00:00,0,0,0,0,1,0,0,0
00addbd50bcec94a99291888936bae26,2020-05-16 00:00:00,1,0,0,0,0,0,0,0
00ae35d42f55b07c1e23a0839bf3a7bf,2020-05-16 00:00:00,0,1,0,0,1,0,0,0
00b00d5ced0d5f506554320fe5b09536,2020-05-16 00:00:00,0,0,0,0,3,0,0,0
00b03551b395628591a24c0ab6050926,2020-05-16 00:00:00,24,11,1,0,0,1,2,1
00b0fbbec4726ab5664bdc5dbe061492,2020-05-16 00:00:00,0,10,0,0,0,0,0,0
00b211ac8ce7d18f1967e8d1b9f61e95,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
00b5731f7cde644cf2ae6be1c26c4bb2,2020-05-16 00:00:00,0,6,0,0,0,0,0,0
00b640cededd50621832660be6e5dcec,2020-05-16 00:00:00,25,0,7,1,0,5,0,2
00b723e3391338b2695b138d2df4716b,2020-05-16 00:00:00,2,2,0,0,0,0,0,0
00baebfdb98043b990655157b236f54d,2020-05-16 00:00:00,0,1,0,0,2,0,0,0
00bb3fa490d8e31e84efd5ed28e73176,2020-05-16 00:00:00,19,0,0,0,0,0,0,1
00bbd8443c69caa0a4a8df56fe80a6cc,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
00bbfc613cb899a27f38113d85ecbe79,2020-05-16 00:00:00,0,0,0,0,23,0,0,3
00bd13095d06c20b11a2993ca419d16b,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
00be9efd69d95b6dde724afc6c12dd78,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
00bf8f4117fb45464e8f9f87c22770bb,2020-05-16 00:00:00,0,0,9,0,0,0,1,1
00bfc4b4dd9917bcc1555988a03b1608,2020-05-16 00:00:00,3,0,0,0,0,0,1,1
00c029d42c0cfaf9eee5c1db0580917e,2020-05-16 00:00:00,2,2,0,0,0,0,0,0
00c05a598d98c02b155b88b89d2bf3e1,2020-05-16 00:00:00,0,0,0,0,10,2,0,0
00c0ba21cd3cf7f1b4fdd05a30613f28,2020-05-16 00:00:00,124,0,0,0,2,0,0,3
00c0fb4848373dbca5ae0125961fd9f8,2020-05-16 00:00:00,15,2,0,0,2,1,1,1
00c391f380538eb146b161f180f811d0,2020-05-16 00:00:00,0,4,0,0,0,0,0,0
00c648f7b79896de00a1f307b3e99a02,2020-05-16 00:00:00,0,3,0,0,2,0,0,0
00c6f2a8d6f90b973533e8b50fdf1fb7,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
00c83e79653353303c39e091ae3253b1,2020-05-16 00:00:00,16,0,3,0,0,0,0,1
00c99c954083354778c6afe280a9d6e6,2020-05-16 00:00:00,0,1,0,0,1,0,0,0
00ccd60accd4dd8d36b13e42314e645e,2020-05-16 00:00:00,78,0,6,22,0,0,4,1
00cd4ff8c8e481e0ca7d0d595fa710b7,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
00cd652093a3630c0c0c2f9514554fa2,2020-05-16 00:00:00,0,0,0,0,8,0,0,0
00cf1f0767bc367155f27c887bded633,2020-05-16 00:00:00,0,0,1,0,0,2,1,0
00d081d96e3402b73b268ba449235d5f,2020-05-16 00:00:00,13,3,0,0,0,0,0,1
00d1b7da57d37a2617add602ed0a22a9,2020-05-16 00:00:00,8,0,0,0,1,0,0,0
00d4a2bf30bc0ff62f7e3c43eeab9c66,2020-05-16 00:00:00,10,0,0,0,0,0,0,0
00d5fa8b326cc7ad9a611d520dfacc6d,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
00d64a96571a0ad936d8b6aa59c78f13,2020-05-16 00:00:00,0,3,0,0,0,0,0,0
00d7eb811e0509033f0727a5564db2d0,2020-05-16 00:00:00,0,4,0,0,0,0,0,0
00da6c4f7975a722d584f268077d5404,2020-05-16 00:00:00,0,0,0,0,3,0,0,0
00da80f1b650b198896c62cd7fae04dc,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
00daab8490424531199e40de5317fc28,2020-05-16 00:00:00,0,0,0,0,0,0,0,1
00dabb2eac940810b35fdd626834c0eb,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
00db1f2caa85b2316fdd33851d755b8d,2020-05-16 00:00:00,173,0,0,0,0,0,0,6
00db6bcb0065453e54ddc5670059e23e,2020-05-16 00:00:00,3,0,0,0,0,0,0,0
00db91e065f4586820b97b6f2ed5446a,2020-05-16 00:00:00,60,0,8,0,0,0,2,4
00ded208a2a2a932217ed8cc9c13c1d6,2020-05-16 00:00:00,126,0,0,0,0,0,0,2
00df222fb2989c6a3f9c28c83313ee9b,2020-05-16 00:00:00,0,0,0,0,0,0,0,1
00e1e8318bf44fd297dbde6b841f939e,2020-05-16 00:00:00,0,0,0,0,5,3,0,0
00e22fb37b9d453c5d4ea612caaf25e0,2020-05-16 00:00:00,0,0,0,0,2,0,0,0
00e26af6ac3b1c1c49d7c3d79c60d000,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
00e324971931ea7a7a376f11d3588e16,2020-05-16 00:00:00,0,0,0,0,1,0,0,0
00e3fc1d6b2a8569e99d958db4d6e14d,2020-05-16 00:00:00,0,20,0,0,0,0,0,0
00e523d7c9a776a1820767096547e93d,2020-05-16 00:00:00,0,8,0,0,0,0,0,0
00e619401ef92052d8a2ec99b04f0eeb,2020-05-16 00:00:00,0,1,0,0,1,0,0,0
00e6ed027eb7826741376cc37de93cb3,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
00e75ac0f250b18718cd86e0806bd736,2020-05-16 00:00:00,0,4,0,0,1,0,0,0
00e81bbdc2de08916b8ad1b1b666925b,2020-05-16 00:00:00,5,0,0,0,0,0,0,0
00e90b3e219919847ee8c55cd79cb886,2020-05-16 00:00:00,0,11,0,0,2,0,0,0
00eaa0bf8420520021348756137a4fdf,2020-05-16 00:00:00,0,7,0,0,2,0,0,0
00ed3d6ac9eafa037b2fa3aa26cde6c0,2020-05-16 00:00:00,0,0,1,0,1,0,0,0
00ef00882758b59120962d785fc1f205,2020-05-16 00:00:00,0,0,1,0,0,0,0,0
00ef32de227bef867b68bf8d17f19789,2020-05-16 00:00:00,2,1,0,0,0,0,0,0
00ef966b007ef44c0fb28ae7a9fbb19c,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
00f08c99e578aece5bb5a9fdd38b2792,2020-05-16 00:00:00,6,3,0,0,7,0,1,0
00f08e7537fd6f77c80bdce0d657bac7,2020-05-16 00:00:00,11,4,2,0,5,4,1,2
00f0e81b0824e5d0972458fd5e4690c2,2020-05-16 00:00:00,0,22,0,0,1,0,0,1
00f3350ba7492924a6d08670201df833,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
00f3857addcef7ea342fb973199b6fac,2020-05-16 00:00:00,26,3,0,2,3,0,0,1
00f3c7bd6590d35b00064afb7e7fd456,2020-05-16 00:00:00,0,0,1,0,0,0,0,0
00fa0db5e05652d9a7293af93cfd63ed,2020-05-16 00:00:00,0,0,0,0,1,0,0,0
00fabb5e8f868d1744efba30a724d8e4,2020-05-16 00:00:00,0,22,0,0,0,0,0,0
00fb88b10c1af253315c8786941e46fd,2020-05-16 00:00:00,8,5,0,0,0,0,1,0
00fbda99624f15a09321f1ed38ff49fb,2020-05-16 00:00:00,6,0,0,0,0,0,0,0
00fcfa9bc3021aafaceebc68cbada95a,2020-05-16 00:00:00,5,0,0,0,3,0,0,0
00fd37550666d301fcecdff031351fd1,2020-05-16 00:00:00,0,1,0,0,1,0,0,0
00fe5ab9ae7d2127d8bb1bcc86dff6cc,2020-05-16 00:00:00,6,1,0,0,0,0,0,0
01008850f4dbd432de1e82a84f5a4339,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
0100b6482e9ca3faf632e751189e71d3,2020-05-16 00:00:00,0,0,0,0,1,0,0,0
0100ce4abb191fdfc7f8b37b9ebedc28,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
0101b792a19693be521e768ffa0717b9,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
010220e8500dc150857db1fae25794c8,2020-05-16 00:00:00,4,0,0,0,0,0,0,0
0103027605e3ccd2909f4170d9d2c96f,2020-05-16 00:00:00,0,0,0,0,1,0,0,0
0103169227a7b827467be71528f7e7cc,2020-05-16 00:00:00,0,2,0,0,0,8,1,1
0104d5a6172f1c7c1031bbea5100814a,2020-05-16 00:00:00,0,0,0,0,0,1,0,0
01067f6f4ec8b1a0843daccb97664995,2020-05-16 00:00:00,0,8,4,0,0,8,2,3
010703d4c38d58eaa2a237b433c26506,2020-05-16 00:00:00,0,0,0,0,41,0,0,0
0107d6980ff5ca64495447bfc8ad0cde,2020-05-16 00:00:00,1,2,6,0,0,0,1,0
0109d76e23ec6b1ee7f9496b2edd3492,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
010ac5286714be933c104437c14b3b95,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
010bbd3e2fd9fe201bca984be310f0c9,2020-05-16 00:00:00,0,0,8,0,0,8,1,1
010c150d8f2c932bfff750805483de5b,2020-05-16 00:00:00,62,0,0,0,0,0,0,1
010c46dd9a47ed0faf58c3625ddc43f7,2020-05-16 00:00:00,16,0,0,0,1,3,0,1
010f95c69f541588fe5667f69b8c99b2,2020-05-16 00:00:00,129,0,0,0,0,0,0,7
010fabcb8a61f2f1e99b741b29468b8d,2020-05-16 00:00:00,0,0,0,0,0,0,0,2
01111bd448223625fdf89efde9337de0,2020-05-16 00:00:00,0,1,0,0,0,8,0,0
011175def4ce3e14d32df3fc20f74fb6,2020-05-16 00:00:00,0,0,0,0,0,0,0,1
0111c55bbdba50505a93251c02de44bc,2020-05-16 00:00:00,0,0,23,1,0,11,1,1
0114afb26e60a1aff7be75a2ba26e6f6,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
0114aff1bb617ed93beeae79a2d74d11,2020-05-16 00:00:00,1,5,0,0,0,0,19,0
0114e86df425d0506ea5722173af35d6,2020-05-16 00:00:00,81,21,13,0,2,10,3,1
01162f58ea8f71c25d30b42604f3aac6,2020-05-16 00:00:00,0,0,2,0,0,0,1,0
01163d8211f4a3d17856fdfad62461d2,2020-05-16 00:00:00,17,1,1,11,0,0,1,0
0116d20e9106ed0a25483358d60e2688,2020-05-16 00:00:00,0,6,1,0,0,3,1,0
0118893fcaffdb53dcf8c8ade2966c10,2020-05-16 00:00:00,0,0,0,0,0,3,1,0
011de7b4d1cc4eaad4f9dd5f0f375e6a,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
0121d10247565b4c8409ea42cb6bbd85,2020-05-16 00:00:00,0,0,0,0,0,3,0,0
0124268ff5bb33a8cffccfe31439ea67,2020-05-16 00:00:00,0,0,3,0,0,0,0,0
0125b4dc689d3a4becc3208197e2f9c5,2020-05-16 00:00:00,16,0,0,0,0,0,0,1
012c895972cc54a3e1375d62c7a50e08,2020-05-16 00:00:00,0,4,0,0,1,0,1,0
012d9fe15b2493f21902cd55603382ec,2020-05-16 00:00:00,1,37,0,0,4,0,0,0
012e2e49483585b4280dc450c5c88d04,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
012f0425bb847e541f9a122d59dd0b3b,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
013037be7718ea7996435b59ccfa4e5c,2020-05-16 00:00:00,0,0,0,0,1,0,0,0
013120a476b41444997d419d44fab9ca,2020-05-16 00:00:00,0,0,11,0,0,22,2,2
0131efc0066f282566ae277ca57c6150,2020-05-16 00:00:00,0,0,0,0,0,0,0,1
01320837c4cceffd3b2dbbb40bd936cd,2020-05-16 00:00:00,8,9,0,0,0,0,0,0
0132f52998cf30b62e95ccb3288a8129,2020-05-16 00:00:00,3,8,0,0,0,0,0,0
013459f1bf5e84d086d0f1727d1b817e,2020-05-16 00:00:00,9,0,0,0,1,0,0,0
0134a3438105bd7f5b48a865ea9ae067,2020-05-16 00:00:00,0,0,1,0,0,1,2,2
0135d5bce437deaca2341a9457e9105b,2020-05-16 00:00:00,1,2,0,0,1,0,0,1
0137cf7a39941220a946fe9b8298d6d7,2020-05-16 00:00:00,1,0,0,0,0,0,0,1
013831c1b3d74e99364b087cd62a1554,2020-05-16 00:00:00,0,0,0,0,0,0,0,1
0138fccecef3499ff21f1dd1822585c7,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
0139266877771d61f301725cd29cdb86,2020-05-16 00:00:00,0,0,0,0,1,0,0,0
013e916f517228cd101a0f7e8b568dc1,2020-05-16 00:00:00,0,0,1,0,0,0,1,1
013ea25783029c2f0678aed7e1ae2720,2020-05-16 00:00:00,31,1,10,19,0,3,8,3
013f1ee925cf25f99a4ab1e51b2aa9c8,2020-05-16 00:00:00,0,0,8,0,0,0,0,1
01423940578e7393f4471d3b081b8ae7,2020-05-16 00:00:00,0,1,0,0,0,2,0,1
0142f9ae199840a9a34087065eeeae13,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
01431d88c5f19ab5f807843c3a4d7e28,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
0143692d264fd906f10b8ecab0f139d1,2020-05-16 00:00:00,8,0,0,0,0,0,1,0
014398ed73b02436a274b47eadf7556b,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
0143cf6dad582bf63b85bb5eaeddfbd1,2020-05-16 00:00:00,0,0,0,0,1,0,0,0
01465e77996c235e05804735032bff34,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
0148ec37e577cc638d0bae1c79907f64,2020-05-16 00:00:00,0,1,0,0,0,0,0,0
014a35edbcdc4fef1368064acb4806d0,2020-05-16 00:00:00,55,11,0,0,3,0,0,3
014b6356449ce8a9ef750e56615100cd,2020-05-16 00:00:00,0,0,0,0,3,0,0,0
014baa0364d03dabdb4786596c0146cf,2020-05-16 00:00:00,0,0,3,0,0,0,0,1
014bacc72e68cbf64a95e4bcf1507db0,2020-05-16 00:00:00,0,0,0,0,0,0,0,1
014d82d115aec39f9349c49823b88e75,2020-05-16 00:00:00,0,2,0,0,0,0,0,0
014ea102c89adf92e5499b26d1f71aee,2020-05-16 00:00:00,8,1,0,0,2,0,0,1
