calc_at,avg,count_with_metric,min,max
2020-02-22 00:00:00,2.9003487124463519,7456,1,5004
2020-03-21 00:00:00,2.7886714949735164,9251,1,5863
2020-04-18 00:00:00,3.7910180712113079,11178,1,17313
2020-05-16 00:00:00,5.7033819628647215,15080,1,48708
