calc_at,avg,count_with_metric,min,max
2020-02-22 00:00:00,6.2091770084911822,18372,1,5004
2020-03-21 00:00:00,6.0554651753940010,19670,1,5863
2020-04-18 00:00:00,6.5910122560145256,22030,1,17313
2020-05-16 00:00:00,7.5305066448274578,26863,1,48708
