calc_at,avg,count_with_metric,min,max
2020-02-22 00:00:00,35.3774215096860387,1497,1,1230
2020-03-21 00:00:00,32.3134328358208955,1407,1,1428
2020-04-18 00:00:00,32.1252566735112936,1461,1,1453
2020-05-16 00:00:00,33.2649938800489596,1634,1,1349
