calc_at,avg,count_with_metric,min,max
2020-02-22 00:00:00,16.5980899932253764,45759,1,17295
2020-03-21 00:00:00,18.3165193860724705,47302,1,128048
2020-04-18 00:00:00,27.1348509656165546,50693,1,586460
2020-05-16 00:00:00,34.9621842860141328,57172,1,1098270
